campaign_objective,ad_placement,device_type,operating_system,creative_format,has_call_to_action,creative_emotion,creative_age_days,target_audience_age,target_audience_gender,audience_interest_category,income_bracket,purchase_intent_score,retargeting_flag,start_date,hour_of_day,campaign_day,quality_score,actual_cpc,impressions,clicks,conversions,ad_spend,revenue,bounce_rate,budget_tier,CTR,CPC,conversion_rate,CPA,ROAS,profit,roas,conversion_rate_calc,platform_Google Ads,platform_Instagram,platform_LinkedIn,platform_TikTok,platform_Twitter
Lead Generation,Feed,Desktop,macOS,Video,False,Curiosity,90,25-34,Female,Students,$50K-$100K,Medium,False,2025-12-02,20,8,2,8.76,-0.41802288264536375,570,0.623817381782188,0.3679611515960336,14996.99,45.58,Low,2.056,2.2512894612957774,1.8701077014300251,84.63,3.0,10003.79,3.0034827365216694,0.10350877192982456,True,False,False,False,False
Lead Generation,Feed,Desktop,Android,Interactive,False,Joy,7,35-44,Female,Shoppers,<$50K,Medium,False,2025-05-13,16,1,4,3.21,-0.6174766611207724,347,-0.6152402058183021,-0.444843625780463,731.17,51.3,Low,2.888,-0.021180260549215138,-0.47477528885231235,222.77,0.66,-382.7,0.6564231014391266,0.01440922190201729,True,False,False,False,False
Brand Awareness,Search,Mobile,Android,Story,True,Urgency,64,25-34,Female,Business Professionals,<$50K,Low,False,2025-08-03,9,58,5,0.7,-0.570633030284798,216,-0.7299677602257548,-0.6465441191741759,0.0,79.44,Low,1.375,-1.0489098104286625,-0.8540094514782213,0.0,0.0,-151.2,0.0,0.0,False,False,False,False,False
Engagement,Stories,Desktop,Windows,Image,True,Urgency,90,25-34,Male,Business Professionals,<$50K,Medium,False,2025-08-29,5,13,4,4.1,-0.4095889968332469,390,-0.569349184055321,-0.3431982432920797,735.27,63.29,Medium,1.374,0.34323380295385564,-0.38161158755489966,228.43,0.46,-863.73,0.4598311444652908,0.017948717948717947,False,False,True,False,False
Lead Generation,Stories,Desktop,Windows,Video,True,Joy,78,25-34,Male,Business Professionals,$50K-$100K,Medium,True,2026-01-18,15,16,6,6.01,-0.41425049697337774,884,1.656365371449263,0.4349327469593112,27818.02,55.55,Medium,3.155,1.1252909504716821,2.2422361580247756,51.08,5.24,22505.18,5.235998072593942,0.11764705882352941,True,False,False,False,False
Engagement,Search,Desktop,Windows,Image,True,Neutral,77,55-64,All,Gamers,<$50K,Medium,False,2024-03-04,21,87,4,2.54,5.580718119210617,3623,0.4402532947302636,1.2498851242997473,6017.31,36.25,Medium,0.725,-0.2955144431863584,-0.4834600406681729,180.44,0.65,-3185.11,0.6538834350094866,0.014076731990063483,True,False,False,False,False
Conversions,In-Stream Video,Desktop,macOS,Image,True,Urgency,18,35-44,All,Tech Enthusiasts,$50K-$100K,High,False,2024-09-19,20,25,6,1.81,-0.6781269694835105,136,-0.5005126514108493,-0.6266479150204504,3488.62,33.1,Low,1.878,-0.5944158660596638,1.0811111576739703,24.62,14.17,3242.46,14.172164445888853,0.07352941176470588,False,False,False,False,False
Lead Generation,In-Stream Video,Mobile,iOS,Carousel,True,Trust,90,35-44,Male,Shoppers,<$50K,Low,False,2025-11-24,19,26,4,3.12,5.580718119210617,11533,3.4002241984425456,6.860996025595167,36287.29,85.02,High,2.307,-0.0580311209034582,-0.44319437315827415,199.91,1.01,304.33,1.0084576143819186,0.01560738749674846,False,False,False,False,True
Lead Generation,Search,Mobile,iOS,Video,True,Neutral,1,25-34,All,Tech Enthusiasts,$50K-$100K,High,False,2025-09-02,4,30,5,0.73,-0.580934056480019,314,-0.6152402058183021,-0.6301972168145121,1010.56,30.3,Medium,2.108,-1.0366261903105813,-0.43503596993731425,45.84,4.41,781.34,4.408690341156967,0.01592356687898089,False,False,False,True,False
Lead Generation,Stories,Mobile,macOS,Video,False,Trust,17,18-24,All,Tech Enthusiasts,$100K-$200K,Medium,False,2024-11-19,11,39,6,1.32,-0.5457759300825197,1412,0.02723409886343355,-0.2877084506628393,6676.26,73.96,Low,7.995,-0.7950483279883208,-0.23897111833682697,56.48,3.58,4812.42,3.5819920164821015,0.023371104815864022,False,False,False,False,True
Brand Awareness,Search,Desktop,Windows,Image,True,Trust,73,65+,All,Gamers,$50K-$100K,Low,True,2025-06-11,8,78,6,0.54,-0.3102622091062078,419,-0.6611312275812832,-0.6308174017797082,964.33,64.9,Low,1.157,-1.114422451058428,-0.6655766545037932,75.42,4.26,738.07,4.262043666578273,0.007159904534606206,False,False,False,True,False
Conversions,Feed,Mobile,iOS,Image,True,Urgency,81,25-34,Male,Business Professionals,$50K-$100K,Low,False,2025-04-21,18,69,4,4.84,0.37482589186991877,639,-0.6152402058183021,-0.03022273869362696,1437.38,90.0,High,0.709,0.6462297658665215,-0.6482071508720721,618.55,0.46,-1655.38,0.4647563988152977,0.00782472613458529,False,False,True,False,False
App Installs,Feed,Mobile,macOS,Text,True,Fear,55,45-54,Male,Students,$50K-$100K,Medium,False,2024-03-06,3,2,6,2.0,-0.6044193800743023,82,-0.7299677602257548,-0.6438622382435978,0.0,58.08,Medium,0.629,-0.5166196053118172,-0.8540094514782213,0.0,0.0,-164.0,0.0,0.0,False,False,False,False,False
Engagement,Feed,Mobile,iOS,Video,True,Trust,2,18-24,All,Health & Fitness,$50K-$100K,Low,False,2025-12-31,16,56,6,1.53,-0.7065913340994049,400,-0.569349184055321,-0.5499964056733678,951.21,80.96,Medium,8.0,-0.7090629871617534,-0.39345443094016397,87.43,1.55,339.21,1.554264705882353,0.0175,False,False,False,False,True
Engagement,Display Network,Mobile,iOS,Video,False,Neutral,30,18-24,Male,Business Professionals,$100K-$200K,Medium,False,2024-01-13,18,78,6,3.46,0.7841614913685492,5175,1.6334198605677726,3.0733713969009027,34382.56,54.17,Medium,4.229,0.08118324043479355,-0.3302925995520875,173.84,1.92,16477.06,1.9202233950462146,0.019903381642512076,True,False,False,False,False
Brand Awareness,Feed,Tablet,Android,Image,True,Neutral,12,35-44,Female,Health & Fitness,>$200K,Medium,False,2025-12-02,16,80,5,1.39,-0.4177815515754387,744,-0.2940030534774343,-0.46154462023174214,7335.75,55.4,Medium,2.682,-0.7663865477127983,-0.18186229579010796,54.43,7.09,6301.59,7.093438152703643,0.025537634408602152,False,False,False,False,False
Lead Generation,Feed,Mobile,Android,Video,True,Urgency,39,35-44,All,Shoppers,<$50K,Low,False,2024-10-25,16,87,4,0.93,-0.7065913340994049,199,-0.6152402058183021,-0.6394476108055291,766.52,54.64,Low,3.98,-0.9547353895233742,-0.192652441985571,37.01,4.14,581.45,4.141784189766034,0.02512562814070352,False,False,False,True,False
Conversions,Stories,Desktop,Android,Video,True,Curiosity,27,65+,All,Shoppers,$100K-$200K,Low,False,2025-04-23,2,17,6,2.16,-0.27807626535936414,939,0.5090898273747353,-0.25326304246072806,24180.08,48.89,Medium,2.424,-0.4511069646820515,0.6595059331585602,37.56,11.92,22151.84,11.921705518084645,0.05750798722044728,False,False,False,False,True
Brand Awareness,Feed,Desktop,Windows,Video,True,Trust,57,45-54,Female,Shoppers,$50K-$100K,Low,False,2025-08-23,17,59,5,1.12,-0.35376530986900945,733,-0.3857850970033965,-0.506214699481682,2415.29,67.55,Low,2.236,-0.8769391287755277,-0.31555483889486974,54.73,2.94,1594.33,2.9420312804521536,0.020463847203274217,False,False,False,False,False
Brand Awareness,Feed,Tablet,Android,Carousel,True,Urgency,66,25-34,Male,Health & Fitness,$100K-$200K,Medium,False,2024-08-25,0,62,5,2.88,-0.25189819509012784,662,-0.6381857166997926,-0.2787576730570352,1707.64,39.49,High,1.623,-0.15630008184810662,-0.6950521758182289,476.64,0.9,-198.92,0.8956654917757637,0.006042296072507553,False,False,False,False,False
Lead Generation,Feed,Mobile,Windows,Carousel,True,Urgency,43,25-34,Female,Business Professionals,>$200K,High,False,2025-06-28,17,12,4,1.36,-0.028463729245326665,1772,0.3484712512043014,-0.1732927054620553,27513.06,30.96,Medium,3.035,-0.7786701678308794,-0.15607121463997667,51.27,11.42,25103.14,11.416586442703492,0.02652370203160271,False,False,False,False,False
Lead Generation,Feed,Mobile,iOS,Image,False,Joy,57,35-44,Male,Shoppers,$100K-$200K,High,False,2024-12-02,15,75,3,0.71,-0.40767104990910585,422,-0.3857850970033965,-0.6154468716963332,5578.35,33.65,High,1.479,-1.0448152703893019,0.0815751759576609,19.97,18.62,5278.73,18.61808290501302,0.035545023696682464,False,False,False,True,False
Conversions,Feed,Desktop,Android,Image,True,Neutral,46,35-44,All,Tech Enthusiasts,$50K-$100K,Low,False,2025-11-03,6,62,7,4.57,-0.5949566618061892,631,0.25668920767833914,-0.07403168273851404,11276.33,71.58,Low,4.576,0.5356771848037922,0.939523385645699,67.06,3.91,8392.66,3.910409304809496,0.06814580031695722,False,False,True,False,False
Conversions,Feed,Mobile,Android,Video,True,Joy,53,35-44,Female,Business Professionals,<$50K,Medium,False,2024-12-05,4,16,8,1.06,-0.32234146423771853,2601,1.2892371973454142,-0.10055925653698912,17954.14,66.55,High,7.378,-0.9015063690116898,0.036309196796206075,31.33,6.51,15197.08,6.512059947915533,0.03383314109957709,False,False,False,False,True
Lead Generation,Display Network,Tablet,Android,Image,True,Trust,73,45-54,Female,Students,$50K-$100K,Low,False,2025-03-29,16,86,6,4.61,0.7136928189504401,1165,-0.33989407524041537,0.4470452107559294,2429.56,55.97,Medium,0.997,0.5520553449612337,-0.4700381514982066,315.92,0.45,-2941.09,0.4523772727695903,0.014592274678111588,True,False,False,False,False
Brand Awareness,Stories,Mobile,Windows,Interactive,True,Trust,50,55-64,Female,Tech Enthusiasts,$100K-$200K,Medium,False,2024-09-09,5,59,6,2.25,-0.6859384751679259,89,-0.7299677602257548,-0.6362670676394219,0.0,50.44,Low,1.343,-0.41425610432780846,-0.8540094514782213,0.0,0.0,-200.25,0.0,0.0,False,False,False,False,True
Brand Awareness,In-Stream Video,Mobile,macOS,Video,False,Joy,16,35-44,Male,Tech Enthusiasts,$50K-$100K,High,False,2024-09-27,7,20,6,4.25,1.279779299183008,3893,1.816983947619697,2.7883691675400644,25782.95,50.68,High,2.412,0.404651903544261,-0.10369952944736334,149.06,1.56,9237.7,1.5583294298967982,0.02851271512972001,True,False,False,False,False
Lead Generation,Stories,Tablet,macOS,Image,False,Urgency,82,45-54,All,Business Professionals,$50K-$100K,Medium,False,2024-11-04,11,24,3,3.39,0.6495495608914187,1392,1.358073729989886,0.31048509090258386,26663.01,35.69,High,1.245,0.05252146015927118,0.8663609309545104,51.86,5.65,21944.13,5.650283541857389,0.0653735632183908,True,False,False,False,False
Lead Generation,Stories,Desktop,Android,Video,False,Joy,1,25-34,Male,Gamers,$50K-$100K,Medium,False,2024-03-18,2,13,7,9.0,-0.43618622106603716,1081,-0.13338447730700037,1.3602151915203538,6822.62,44.46,Medium,4.112,2.3495584222404258,-0.22107526611020542,374.19,0.7,-2906.38,0.701266317196012,0.024051803885291396,False,False,True,False,False
Lead Generation,Stories,Desktop,iOS,Image,True,Joy,57,25-34,Female,Business Professionals,$50K-$100K,High,False,2025-05-22,10,59,7,9.81,-0.4490910824893967,640,0.7385449361896409,0.637238758781881,17427.96,27.59,Medium,2.532,2.6812161654286144,1.7777335230249631,98.1,2.78,11149.56,2.775860091743119,0.1,False,False,True,False,False
Brand Awareness,Feed,Mobile,Windows,Carousel,False,Joy,42,18-24,Male,Business Professionals,$50K-$100K,Medium,True,2024-04-29,19,41,8,3.6,0.059774530900420245,2226,-0.08749345554401924,1.0008012424333614,6363.69,39.53,High,3.407,0.13850680098583845,-0.5229361852857206,286.2,0.79,-1649.91,0.7941112608565438,0.012578616352201259,True,False,False,False,False
Lead Generation,Feed,Mobile,Windows,Image,True,Curiosity,79,55-64,Female,Tech Enthusiasts,$50K-$100K,Low,False,2024-11-30,11,28,4,5.53,-0.6595571787345423,208,-0.5005126514108493,-0.43722331254256286,2841.65,66.93,Medium,2.39,0.9287530285823856,0.4113325706629098,115.02,2.47,1691.41,2.4704844206426486,0.04807692307692308,False,False,True,False,False
Lead Generation,Stories,Desktop,Android,Video,True,Joy,69,55-64,Male,Business Professionals,$100K-$200K,Low,False,2025-07-15,7,88,4,0.78,-0.7065913340994049,49,-0.7070222493442643,-0.6702159088254808,164.06,64.61,Low,0.98,-1.0161534901137796,-0.3168707103821213,38.22,4.29,125.84,4.292517006802721,0.02040816326530612,False,False,False,False,False
Conversions,Feed,Mobile,Android,Image,False,Urgency,19,55-64,Male,Gamers,$50K-$100K,Medium,False,2025-04-12,0,86,6,6.13,0.018418006496425436,1343,0.07312512062641467,1.0466844537604922,7711.86,59.09,Medium,2.163,1.1744254309440063,-0.16817723232269138,235.22,0.94,-520.73,0.936747730665562,0.026061057334326135,False,False,True,False,False
Lead Generation,Feed,Mobile,Android,Interactive,True,Joy,55,45-54,Female,Students,$50K-$100K,Medium,False,2025-06-22,13,20,7,4.06,-0.5935848851981943,430,-0.569349184055321,-0.3124404213695133,1838.89,61.8,High,3.094,0.32685564279641427,-0.4255616952291028,249.4,1.05,93.09,1.0533222591362128,0.01627906976744186,True,False,False,False,False
Conversions,Feed,Mobile,Android,Video,False,Urgency,45,18-24,Male,Health & Fitness,$100K-$200K,Low,False,2024-01-07,6,80,7,2.04,-0.439590259315506,1329,-0.6381857166997926,-0.1101763139364837,1764.52,68.31,Medium,5.107,-0.5002414451543757,-0.7747939879456753,677.79,0.65,-946.64,0.6508358046002449,0.0030097817908201654,False,False,False,True,False
Lead Generation,Stories,Mobile,Android,Image,True,Joy,89,45-54,Male,Students,$50K-$100K,Medium,False,2025-04-08,1,13,4,7.27,4.09998688396218,2501,-0.018656922899547568,3.131360786366221,9020.68,67.46,Medium,0.652,1.6412029954310856,-0.5276733226398262,586.52,0.5,-9161.59,0.4961250712919784,0.012395041983206718,False,False,True,False,False
Brand Awareness,Stories,Mobile,Windows,Image,True,Trust,74,45-54,Male,Health & Fitness,$50K-$100K,High,True,2024-02-23,4,58,4,2.34,0.8060972154612086,580,-0.5005126514108493,-0.39386065024627975,2981.11,39.38,Low,0.467,-0.3774052439735654,-0.4002969626738722,135.72,2.2,1623.91,2.1965148835838493,0.017241379310344827,False,False,False,False,False
Conversions,Sidebar,Mobile,macOS,Video,True,Joy,79,25-34,Male,Business Professionals,>$200K,Low,False,2024-09-11,19,54,6,8.77,-0.7065913340994049,88,-0.7070222493442643,-0.516523179308591,398.61,70.38,Low,1.76,2.2553840013351376,-0.5550434495746595,771.76,0.52,-373.15,0.516494765211983,0.011363636363636364,False,False,True,False,False
App Installs,Stories,Mobile,macOS,Image,True,Joy,64,25-34,Male,Students,<$50K,High,False,2024-12-11,14,10,7,3.78,-0.03929822412143464,2471,2.9642594916942246,1.278790772204633,22988.74,32.48,High,4.295,0.2122085216943246,0.8608342707080537,58.01,2.46,13648.36,2.4612210638111085,0.06515580736543909,True,False,False,False,False
App Installs,Feed,Tablet,Other,Image,True,Urgency,31,35-44,Female,Students,$100K-$200K,High,False,2024-04-23,15,14,8,4.84,-0.3877802890931796,576,0.1649071641523769,-0.0941101709867398,15146.48,22.04,Medium,1.914,0.6462297658665215,0.927943716557885,71.48,5.43,12358.64,5.433052112029384,0.06770833333333333,True,False,False,False,False
Conversions,Stories,Tablet,Windows,Video,True,Joy,78,45-54,Male,Health & Fitness,<$50K,Medium,False,2024-04-19,4,56,5,1.72,2.1960625651473142,3010,0.7155994253081503,0.4065131899730924,10697.34,39.03,Medium,1.289,-0.6312667264139069,-0.30318564691470473,82.18,2.07,5520.14,2.0662404388472533,0.020930232558139535,False,False,False,True,False
Brand Awareness,Feed,Desktop,iOS,Image,False,Neutral,27,18-24,Female,Students,$50K-$100K,High,False,2026-01-15,11,61,5,2.58,-0.4144029165964883,487,-0.5464036731738304,-0.41496789125771943,1775.31,34.48,Medium,1.739,-0.27913628302891696,-0.421614080767348,157.06,1.41,518.85,1.4129458956114798,0.01642710472279261,False,True,False,False,False
Conversions,Display Network,Mobile,macOS,Image,True,Neutral,60,35-44,Male,Tech Enthusiasts,$100K-$200K,Medium,False,2024-11-25,6,62,8,4.15,-0.6736432922370086,310,-0.5234581622923399,-0.4086738519487692,3982.83,61.54,Low,4.082,0.36370650315065767,-0.09001446597994678,142.94,3.1,2696.33,3.09586474931986,0.02903225806451613,False,False,True,False,False
Lead Generation,Stories,Mobile,Android,Interactive,True,Trust,71,25-34,All,Shoppers,>$200K,Low,False,2025-03-29,10,82,4,2.82,-0.5014726262983877,273,-0.6381857166997926,-0.5169212710092238,914.52,58.22,Medium,1.291,-0.18086732208426873,-0.4684591057135047,192.46,1.19,144.66,1.187904294287273,0.014652014652014652,False,False,False,False,False
Lead Generation,Feed,Mobile,Other,Carousel,True,Neutral,88,25-34,Female,Tech Enthusiasts,<$50K,Medium,False,2024-01-24,16,83,1,7.52,1.5865237906929819,557,-0.5922946949368115,0.19938817335339024,1604.16,57.38,Medium,0.3,1.7435664964150943,-0.5705707331242282,698.11,0.38,-2584.48,0.3829787234042553,0.010771992818671455,True,False,False,False,False
App Installs,Stories,Desktop,Android,Carousel,True,Urgency,27,18-24,All,Business Professionals,<$50K,High,False,2024-03-15,9,81,6,3.92,-0.596023599167963,320,-0.1104389664255098,-0.41539950646998436,2713.66,20.66,High,2.335,0.2695320822453695,1.366655270407566,46.46,2.16,1459.26,2.1633131377551016,0.084375,True,False,False,False,False
Brand Awareness,Feed,Desktop,Other,Interactive,True,Trust,22,65+,All,Health & Fitness,>$200K,High,False,2024-06-12,6,47,7,1.85,-0.2130946993732347,1556,0.8532724905970936,-0.0750939590133602,19106.97,22.19,Medium,3.548,-0.5780377059022224,0.3129053834164908,41.72,6.64,16228.37,6.637591190161885,0.04434447300771208,False,True,False,False,False
Brand Awareness,Display Network,Mobile,Android,Interactive,True,Fear,35,25-34,Male,Business Professionals,$50K-$100K,Low,False,2025-12-30,5,52,7,1.13,-0.3830044742357158,2297,-0.33989407524041537,-0.13438657499338114,2318.13,62.26,Medium,7.537,-0.8728445887361674,-0.6592604713649856,152.68,0.89,-277.48,0.8930964204946044,0.007400957771005659,False,False,False,False,True
Lead Generation,Feed,Tablet,iOS,Carousel,True,Curiosity,42,18-24,Female,Tech Enthusiasts,>$200K,Low,False,2025-02-19,14,22,5,2.15,2.677441839836196,4866,1.3121827082269049,1.5137738269907144,38368.23,60.38,Medium,1.793,-0.45520150472141196,-0.3726636614415888,117.55,3.67,27906.33,3.667424655177358,0.01829017673653925,True,False,False,False,False
Conversions,Feed,Mobile,Android,Interactive,False,Trust,20,25-34,All,Business Professionals,>$200K,Low,True,2024-04-22,8,30,6,1.25,-0.6641424690631179,199,-0.6611312275812832,-0.6261052531759036,1773.27,79.02,Medium,2.386,-0.8237101082638432,-0.457142610923141,82.92,7.13,1524.52,7.1287236180904525,0.01507537688442211,False,False,False,False,False
Conversions,Feed,Mobile,Windows,Story,True,Joy,12,25-34,All,Gamers,<$50K,Low,True,2024-09-13,19,12,8,1.06,0.07732819082865146,2064,-0.3169485643589248,-0.2198233396075836,3507.39,67.56,Low,3.094,-0.9015063690116898,-0.6245214641015435,121.55,1.6,1319.55,1.603129113646336,0.00872093023255814,False,False,False,True,False
Conversions,Search,Mobile,iOS,Text,True,Trust,55,25-34,Female,Tech Enthusiasts,<$50K,High,True,2024-12-04,1,52,6,8.88,-0.4574106535841807,591,0.8073814688341125,0.4213641056261681,10626.1,56.42,Medium,2.401,2.300423941768102,2.1295975587160387,78.33,2.02,5378.02,2.024759531104709,0.11336717428087986,False,False,True,False,False
Brand Awareness,Display Network,Mobile,Android,Image,True,Urgency,65,55-64,All,Tech Enthusiasts,$50K-$100K,High,False,2024-01-15,18,29,5,0.59,-0.6090808802144332,89,-0.7070222493442643,-0.6672218401928276,260.06,46.32,Low,0.702,-1.0939497508616263,-0.5582015411440633,52.51,4.95,207.55,4.952580460864597,0.011235955056179775,False,False,False,False,False
Lead Generation,Search,Desktop,Android,Carousel,False,Joy,43,25-34,Male,Tech Enthusiasts,$50K-$100K,Low,False,2025-12-08,9,54,4,1.46,-0.38670065009614657,1328,0.7385449361896409,-0.2719859237073257,14580.31,55.09,Medium,4.4,-0.7377247674372759,0.41422748793486336,30.3,7.52,12641.43,7.519965134510644,0.04819277108433735,False,True,False,False,False
Lead Generation,Stories,Desktop,Android,Image,False,Neutral,57,55-64,All,Health & Fitness,$50K-$100K,Low,False,2025-11-21,16,43,6,2.02,0.2848475076936598,2012,1.036836577649018,0.17332364305933518,15386.34,35.87,Low,2.422,-0.5084305252330965,0.15315858486414746,52.78,3.79,11322.1,3.785785288270378,0.03827037773359841,False,False,False,True,False
App Installs,Feed,Desktop,iOS,Carousel,True,Joy,48,25-34,Female,Tech Enthusiasts,<$50K,High,False,2025-12-07,13,49,6,9.12,-0.6516821648738308,548,2.4135672305384515,0.3689165716775521,18891.46,21.71,Low,5.878,2.3986929027127495,5.72534798477974,36.48,3.78,13893.7,3.779985433474196,0.25,False,False,True,False,False
Brand Awareness,Search,Mobile,iOS,Video,False,Fear,2,25-34,All,Tech Enthusiasts,$100K-$200K,Medium,False,2025-09-16,7,25,4,5.55,-0.5742021897926366,406,-0.6840767384627737,-0.20610803291104954,743.11,66.14,Low,2.632,0.936942108661106,-0.7242645228352143,1126.65,0.33,-1510.19,0.32978742289087115,0.0049261083743842365,True,False,False,False,False
Brand Awareness,Sidebar,Mobile,Windows,Video,True,Joy,63,55-64,All,Business Professionals,$50K-$100K,Low,True,2024-05-06,7,22,5,4.13,-0.5294670304096913,246,-0.5464036731738304,-0.46535372924095364,2385.12,53.1,Low,1.298,0.3555174230719368,0.0018333638302143011,127.0,2.35,1369.14,2.3476052678202324,0.032520325203252036,True,False,False,False,False
Brand Awareness,In-Stream Video,Mobile,Windows,Image,True,Urgency,34,25-34,Male,Health & Fitness,$100K-$200K,Low,False,2025-04-09,6,20,5,13.46,-0.1668607470297024,371,-0.6840767384627737,0.36805753169197625,892.86,68.76,Low,0.781,4.175723279795141,-0.7121585051524996,2496.83,0.18,-4100.8,0.17879871677286802,0.005390835579514825,False,False,True,False,False
App Installs,Feed,Desktop,Windows,Interactive,True,Curiosity,34,25-34,Female,Business Professionals,$50K-$100K,Medium,False,2025-01-03,1,38,7,4.36,-0.70151067999572,245,-0.5005126514108493,-0.45441249313198623,3162.97,51.23,Low,4.537,0.44969184397722495,0.22026803071397863,106.82,2.96,2094.77,2.9610278973974906,0.04081632653061224,True,False,False,False,False
Conversions,Stories,Tablet,iOS,Video,True,Joy,86,18-24,All,Tech Enthusiasts,>$200K,High,False,2025-05-30,1,58,3,1.05,0.34567563895002684,1071,0.8532724905970936,-0.44260593137901194,19346.36,30.38,Medium,1.219,-0.9056009090510501,0.8416225469941804,16.3,17.2,18221.81,17.20364590280557,0.06442577030812324,False,False,False,False,False
Conversions,Feed,Mobile,macOS,Video,True,Urgency,87,45-54,All,Tech Enthusiasts,$100K-$200K,Low,False,2025-04-07,2,48,3,2.95,-0.5252119825978552,195,-0.6840767384627737,-0.5576963372513944,965.84,79.25,Low,1.011,-0.12763830157258407,-0.5839926222941946,287.62,1.68,390.59,1.6789917427205563,0.010256410256410256,False,False,False,False,False
Lead Generation,Search,Mobile,Windows,Carousel,True,Curiosity,48,35-44,Female,Business Professionals,$50K-$100K,Medium,False,2025-10-30,2,29,6,2.65,-0.13077540125828066,1391,1.656365371449263,0.09410548985291052,32392.46,58.92,Low,2.764,-0.2504745027533946,1.1137447705578098,35.44,8.79,28706.31,8.787613092250721,0.07476635514018691,True,False,False,False,False
Conversions,Search,Tablet,Android,Story,True,Urgency,66,45-54,Female,Gamers,<$50K,Medium,False,2025-07-24,12,17,2,3.46,1.0466153807296503,523,-0.2940030534774343,-0.2990771115451176,4912.55,48.58,High,0.366,0.08118324043479355,0.10210277115878569,95.24,2.71,3102.97,2.7147459631516706,0.036328871892925434,False,False,False,False,False
Lead Generation,In-Stream Video,Desktop,Android,Image,False,Neutral,88,45-54,All,Tech Enthusiasts,$50K-$100K,High,True,2024-04-07,15,44,4,0.67,-0.11295500698960599,775,0.09607063150790522,-0.5694295663226733,7258.16,43.97,Medium,1.498,-1.0611934305467434,0.36843516017850786,14.42,13.98,6738.91,13.97816080885893,0.04645161290322581,False,False,False,True,False
Conversions,Stories,Tablet,Windows,Video,True,Joy,17,65+,All,Students,>$200K,High,False,2024-08-12,16,8,5,1.23,-0.4522029831279037,395,-0.20222100995147202,-0.5764275993759003,13055.23,21.66,Medium,1.578,-0.8318991883425639,0.6784544825749832,21.12,26.87,12569.38,26.87090665843367,0.05822784810126582,False,False,False,False,True
Conversions,Feed,Mobile,iOS,Interactive,False,Joy,68,18-24,Male,Gamers,$100K-$200K,Medium,False,2025-11-02,23,3,3,1.6,1.597548810097978,3125,1.0827275994119991,0.36938590084040324,15967.17,56.3,Low,1.676,-0.6804012068862311,-0.18870482752381618,63.29,3.19,10967.17,3.193434,0.02528,False,False,False,True,False
Conversions,In-Stream Video,Desktop,Android,Carousel,False,Joy,27,35-44,All,Students,$50K-$100K,Low,False,2025-09-07,4,32,4,6.14,-0.11408545252767587,814,0.14196165327088633,0.36895847606709237,12727.77,58.19,Low,1.576,1.1785199709833665,0.3744881690198653,131.53,2.55,7729.81,2.546593009948059,0.04668304668304668,True,False,False,False,False
Lead Generation,Feed,Tablet,Android,Image,True,Curiosity,82,55-64,Female,Gamers,>$200K,Medium,False,2024-01-15,21,31,4,2.43,-0.6350811275900404,59,-0.7070222493442643,-0.6481846760246779,596.16,51.87,Medium,0.555,-0.34055438361932217,-0.4079290172999314,143.37,4.16,452.79,4.15819209039548,0.01694915254237288,True,False,False,False,False
Lead Generation,Sidebar,Mobile,Android,Text,False,Neutral,50,45-54,All,Tech Enthusiasts,$50K-$100K,Medium,False,2024-11-16,18,45,5,1.8,-0.13219798440731242,1060,0.23374369679684856,-0.2784559614523452,7191.23,52.83,Low,2.111,-0.5985104060990241,0.1886871150199405,45.43,3.77,5283.23,3.768988469601677,0.03962264150943396,False,False,False,False,False
Lead Generation,Feed,Mobile,Windows,Video,True,Neutral,69,25-34,Male,Shoppers,$50K-$100K,High,False,2024-07-17,0,48,3,4.76,-0.6865608552956274,52,-0.7070222493442643,-0.6263629651715764,165.24,46.73,Medium,0.791,0.6134734455516386,-0.34792527748125884,247.52,0.67,-82.28,0.6675824175824175,0.019230769230769232,False,True,False,False,False
Lead Generation,In-Stream Video,Desktop,iOS,Image,True,Joy,47,65+,All,Tech Enthusiasts,$50K-$100K,Medium,False,2025-01-01,21,66,7,7.23,3.811151698167696,3471,1.3351282191083953,4.579798582142905,22999.04,48.52,High,0.962,1.6248248352736447,-0.1715984981895455,278.84,0.92,-2096.29,0.9164669283089723,0.02592912705272256,False,False,True,False,False
Conversions,Feed,Desktop,Other,Carousel,False,Neutral,85,35-44,All,Business Professionals,$50K-$100K,High,False,2025-09-09,15,32,3,5.74,-0.19246724371227414,493,-0.15632998818849092,-0.08531443962223476,3585.03,22.56,Low,1.084,1.014738369408953,0.48054741089234354,113.19,1.27,755.21,1.2668756316656182,0.05070993914807302,False,False,True,False,False
Lead Generation,Sidebar,Tablet,Android,Video,True,Trust,30,18-24,All,Business Professionals,<$50K,Low,False,2026-01-13,8,52,5,3.26,-0.12135078789594522,1236,0.07312512062641467,0.16601551752351018,8125.31,53.2,Medium,2.42,-0.000707560352413473,-0.10869984109891943,115.12,2.02,4095.95,2.016526197708817,0.02831715210355987,False,False,False,False,False
Engagement,Feed,Mobile,iOS,Image,True,Trust,86,25-34,All,Gamers,$100K-$200K,Medium,False,2025-09-30,14,83,4,2.46,-0.3563691450971479,283,-0.6611312275812832,-0.5323588481158634,1399.33,54.73,Medium,0.869,-0.3282707635012412,-0.5750446961808836,232.06,2.01,703.15,2.0100117785630154,0.01060070671378092,True,False,False,False,False
